,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.rightlow_CO2_scaled,feature_importance.rightlow_CO2_fd1_scaled,feature_importance.rightlow_CO2_fd2_scaled,feature_importance.rightlow_CO2_fd3_scaled,feature_importance.righttop_CO2_scaled,feature_importance.righttop_CO2_fd1_scaled,feature_importance.righttop_CO2_fd2_scaled,feature_importance.righttop_CO2_fd3_scaled
52,52,0.9260700389105059,0.9035532994923858,0.9352108036890645,0.9774044795783926,0.0077821011673151474,0.216342412451362,0.188715953307393,0.08560311284046696,0.00894941634241242,0.08404669260700393,0.1712062256809339,0.02217898832684828
53,53,0.9027237354085603,0.8780487804878049,0.9194334650856391,0.9759552042160737,-0.0023346303501945442,0.11517509727626452,0.05525291828793777,0.08599221789883271,0.005058365758754846,0.13891050583657594,0.08287937743190665,0.012062256809338479
54,54,0.914396887159533,0.8865979381443299,0.9189064558629776,0.9794466403162057,0.004280155642023331,0.13307392996108958,0.13151750972762644,0.04319066147859907,0.0046692607003890885,0.1785992217898832,0.17743190661478592,0.1610894941634241
55,55,0.7976653696498055,0.6790123456790124,0.7534584980237153,0.9364953886693018,-0.006225680933852118,0.0046692607003891995,0.010116731517509803,-0.0023346303501945442,-0.011673151750972721,0.0077821011673151474,0.0027237354085603016,0.01206225680933859
56,56,0.6926070038910506,0.35772357723577236,0.5922924901185771,0.9095520421607379,0.05603112840466917,0.020233463035019383,0.01789883268482484,0.011673151750972721,0.05097276264591444,0.019844357976653626,0.005447470817120603,0.022568093385213928
57,57,0.8249027237354085,0.7204968944099379,0.7818840579710145,0.9448616600790514,-0.008560311284046662,0.006225680933852118,0.009727626459143934,0.019844357976653626,-0.004280155642023331,-0.0023346303501945442,0.0046692607003890885,0.010116731517509692
58,58,0.8521400778210116,0.8061224489795918,0.8535902503293809,0.9424242424242424,-0.004280155642023331,0.008560311284046662,0.005447470817120603,0.010116731517509692,-0.005058365758754846,0.003112840466926059,0.0077821011673151474,0.0035019455252918164
59,59,0.914396887159533,0.8888888888888888,0.9237154150197628,0.9683135704874835,0.00739299610894939,0.12373540856031118,0.012840466926069993,0.039299610894941495,0.02684824902723726,0.09766536964980543,0.11945525291828785,0.06264591439688694
60,60,0.8443579766536965,0.7894736842105263,0.8379117259552042,0.9130434782608696,0.006614785992217875,0.01945525291828798,0.026070038910505855,0.010894941634241317,0.0,0.015953307392996163,0.011284046692606964,0.019066147859922222
61,61,0.7937743190661478,0.624113475177305,0.7239789196310935,0.9316205533596839,0.02529182879377434,0.016731517509727567,0.0015564202334630295,0.01789883268482484,0.028793774319066157,0.0046692607003889774,0.01945525291828798,0.006614785992217875
62,62,0.8871595330739299,0.861244019138756,0.9073122529644269,0.9778656126482214,-0.019844357976653737,0.22256809338521388,0.14435797665369643,0.08949416342412442,0.24980544747081712,0.1996108949416342,0.10272373540856028,0.08365758754863806
63,63,0.754863813229572,0.5039370078740157,0.6648221343873517,0.9333333333333333,0.02529182879377423,0.010894941634241206,0.010894941634241206,0.01322957198443575,0.04785992217898838,0.018677042801556354,0.010505836575875449,0.01322957198443575
64,64,0.7665369649805448,0.5238095238095238,0.6763175230566535,0.9489459815546772,0.021400778210116767,0.006614785992217986,0.01206225680933859,0.011673151750972832,0.018677042801556465,0.00311284046692617,0.005058365758754957,0.008171206225681016
65,65,0.642023346303502,0.0,0.5,0.9382081686429511,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16
66,66,0.9027237354085603,0.8743718592964824,0.9122200263504612,0.9780632411067194,-0.0027237354085603016,0.21867704280155642,0.11867704280155633,0.08949416342412453,0.317898832684825,0.20116731517509734,0.12256809338521413,0.19027237354085613
67,67,0.9066147859922179,0.8846153846153846,0.9272727272727272,0.9864953886693018,-0.00038910505836575737,0.114396887159533,0.04630350194552513,0.02957198443579756,0.018287937743190597,0.030739299610894832,-0.0015564202334630295,0.06070038910505837
68,68,0.8521400778210116,0.8155339805825242,0.8656126482213439,0.8460474308300396,0.0,0.012840466926069993,0.01789883268482495,0.009727626459143934,0.009338521400778177,0.0,-0.0007782101167315147,-0.00038910505836575737
