,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.back_CO2_vd_scaled,feature_importance.back_CO2_vd_fd1_scaled,feature_importance.back_CO2_vd_fd2_scaled,feature_importance.back_CO2_vd_fd3_scaled
177,177,0.5799086757990868,0.0,0.5,0.8713625470729203,0.0,0.0,0.0,0.0
178,178,0.817351598173516,0.7849462365591398,0.8140619650804519,0.8557001027045531,-0.03881278538812771,0.11004566210045674,0.038812785388127824,0.20958904109589038
179,179,0.730593607305936,0.5986394557823129,0.6958233481684355,0.8931016775077028,-0.0022831050228310223,-0.015525114155251152,0.005022831050228271,0.04474885844748866
180,180,0.8356164383561644,0.8064516129032258,0.8328055460458748,0.8876241013351592,-0.007762557077625631,1.1102230246251565e-16,0.02511415525114158,0.05342465753424663
181,181,0.5799086757990868,0.0,0.5,0.8857411845258473,0.0,0.0,0.0,0.0
182,182,0.5799086757990868,0.0,0.5,0.5696679219445395,0.0,0.0,0.0,0.0
183,183,0.8356164383561644,0.8105263157894737,0.8358010955152345,0.8717048955837041,-0.022831050228310446,0.02100456621004565,0.07534246575342474,0.04748858447488591
184,184,0.7442922374429224,0.6056338028169014,0.7061365970558028,0.9042280041081822,0.007305936073059294,0.020547945205479534,0.011415525114155334,0.01689497716894972
185,185,0.817351598173516,0.7674418604651163,0.8035775419376925,0.9014036288942143,-0.007762557077625631,0.016438356164383494,0.057077625570776336,0.03652968036529691
186,186,0.8264840182648402,0.8061224489795918,0.8309226292365628,0.8931016775077029,-0.02876712328767117,0.059817351598173585,0.13196347031963462,0.2890410958904108
187,187,0.821917808219178,0.7914438502673797,0.8194967476891475,0.8945566586785347,-0.04383561643835632,0.025570776255707806,0.10456621004566202,0.12876712328767115
