,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.backtop_CO2_scaled,feature_importance.backtop_temperature_scaled,feature_importance.backtop_humidity_scaled
78,78,0.9588477366255144,0.9588477366255144,0.9539842448113922,0.9888653234358431,0.8687194961319572,2.099259149743873,2.0873618955011284,1.0561781119999611,0.9892522860702154,0.2662551440329218,0.2617283950617283,0.17818930041152256
79,79,0.9423868312757202,0.9425701860688227,0.9376350725532572,0.9729083050324174,1.0198695058017082,2.686665151339456,1.088511178659207,1.579900065529973,0.9293781273398318,0.3197530864197532,0.22798353909465022,0.17818930041152264
80,80,0.9465020576131687,0.9465556387977531,0.9444086021505376,0.9880286738351255,1.2049681267797798,2.625801602349109,1.9046645064272505,0.5799885105075446,0.6252134244013285,0.31851851851851853,0.25308641975308643,0.15514403292181073
81,81,0.9259259259259259,0.9265049094219118,0.9187274811660662,0.9830494595479856,0.8216168146235355,3.029309556401512,2.2421510649954137,0.560972548799365,0.7676408797636997,0.3082304526748971,0.257201646090535,0.16831275720164612
82,82,0.9506172839506173,0.9508190627903889,0.9517061885482938,0.9736842105263158,1.0402181849709173,2.776262837267321,1.9192724228628328,1.0158505641493174,0.3304047011306579,0.3,0.27530864197530863,0.17489711934156377
83,83,0.9423868312757202,0.9423868312757202,0.9373342175066313,0.9808429118773946,1.1424368468327961,2.206760796758006,1.3160417450462794,1.0277534333489735,1.340934742126744,0.29670781893004117,0.23374485596707822,0.1761316872427984
84,84,0.9629629629629629,0.9631267016543501,0.9658717692417536,0.9791517920891047,1.4991233114875029,2.8191010940680528,1.4187308800794904,0.5781572372331005,0.8683768408833783,0.3172839506172839,0.2522633744855966,0.131275720164609
85,85,0.9506172839506173,0.9511032592745055,0.9533170501103057,0.9885754806177119,0.8600679169841917,2.1388381963832264,1.6721111620481708,0.7215071842294479,1.7528826721244262,0.32880658436213994,0.21440329218106996,0.19423868312757198
86,86,0.9423868312757202,0.942599451303155,0.9357908204062051,0.9872861026707181,1.5738597304558255,2.852767441679402,2.393420062280787,0.26820821736599254,0.041329849372225766,0.29753086419753094,0.2522633744855967,0.16502057613168727
87,87,0.934156378600823,0.9343789269715197,0.9274370208105147,0.9785636050696292,0.43625514765572937,2.158687901245582,1.5570217285162422,1.4529384009879927,1.4109816002747395,0.28930041152263375,0.23209876543209873,0.1604938271604938
88,88,0.9506172839506173,0.9506172839506173,0.9447810937736707,0.9884108468413876,0.5724309878480136,2.7772958917006663,1.445361367359874,0.5532740790555659,1.3311384729020739,0.2831275720164609,0.2674897119341564,0.23127572016460904
