,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.fronttop_CO2_scaled,feature_importance.fronttop_CO2_fd1_scaled,feature_importance.fronttop_CO2_fd2_scaled,feature_importance.fronttop_CO2_fd3_scaled,feature_importance.fronttop_temperature_scaled,feature_importance.fronttop_temperature_fd1_scaled,feature_importance.fronttop_temperature_fd2_scaled,feature_importance.fronttop_temperature_fd3_scaled,feature_importance.fronttop_humidity_scaled,feature_importance.fronttop_humidity_fd1_scaled,feature_importance.fronttop_humidity_fd2_scaled,feature_importance.fronttop_humidity_fd3_scaled
45,45,0.8791666666666667,0.8304093567251462,0.8588425381903643,0.8639835487661575,0.15916666666666668,0.002083333333333215,0.0025000000000000577,0.0033333333333334103,0.11833333333333329,0.0029166666666666785,0.019583333333333286,-0.0008333333333332416,-0.0004166666666666208,0.0016666666666668162,0.006249999999999867,0.0004166666666667318
46,46,0.8791666666666667,0.8323699421965318,0.8608989424206815,0.9630581668625148,0.07874999999999999,-0.0012500000000000844,0.006250000000000089,-0.0029166666666666785,0.04125000000000001,-0.02833333333333332,-0.012083333333333335,-0.026250000000000107,-0.007083333333333441,-0.0033333333333332993,0.00666666666666671,0.012500000000000067
47,47,0.8791666666666667,0.8323699421965318,0.8608989424206815,0.9414659224441834,0.0837500000000001,-0.015000000000000124,-0.015416666666666856,0.0033333333333334103,0.057499999999999996,-0.027083333333333348,-0.012083333333333446,-0.02749999999999997,-0.004999999999999893,0.0,-0.0004166666666666208,0.003750000000000031
48,48,0.8708333333333333,0.8187134502923976,0.8500293772032903,0.9507931844888367,0.15333333333333332,-0.003750000000000031,-0.012499999999999845,-0.0016666666666665941,0.042916666666666714,-0.019583333333333286,-0.025416666666666643,-0.012499999999999845,-0.016249999999999876,-0.008333333333333304,-0.00708333333333333,0.00374999999999992
49,49,0.875,0.8214285714285714,0.8513513513513513,0.9688601645123384,0.004583333333333273,-0.0029166666666666785,0.0004166666666666208,0.004166666666666652,0.04916666666666669,-0.007916666666666572,-0.009166666666666656,-0.007499999999999951,0.0012499999999999734,-0.0033333333333332993,-0.0012500000000000844,0.0025000000000000577
50,50,0.8875,0.8457142857142858,0.8717685076380728,0.93096357226792,0.16708333333333325,-0.010000000000000009,0.0,-0.006250000000000089,0.08625000000000005,-0.014583333333333393,-0.01625000000000021,-0.02041666666666664,-0.0033333333333335213,0.007083333333333219,0.0024999999999999467,0.002083333333333326
51,51,0.8791666666666667,0.8323699421965318,0.8608989424206815,0.8788924794359576,0.26249999999999984,-0.00749999999999984,0.00708333333333333,0.009583333333333388,0.23541666666666672,0.029166666666666674,0.04499999999999993,0.05208333333333326,-0.022500000000000075,0.0029166666666666785,0.02666666666666684,0.002083333333333215
52,52,0.8958333333333334,0.8587570621468926,0.8826380728554641,0.9690804935370152,0.07208333333333328,0.006666666666666599,0.008750000000000036,0.004583333333333384,0.050416666666666776,-0.016666666666666607,-0.01791666666666658,-0.016249999999999765,0.006666666666666599,0.0004166666666668428,0.019583333333333397,0.01375000000000004
53,53,0.8875,0.8457142857142858,0.8717685076380728,0.9533636897767332,0.20166666666666655,-0.018750000000000044,-0.0004166666666667318,0.006666666666666599,0.04833333333333323,-0.022916666666666696,-0.032916666666666594,0.014583333333333393,-0.01750000000000007,0.0016666666666664831,0.009166666666666656,0.007083333333333219
54,54,0.8583333333333333,0.7926829268292683,0.8296122209165688,0.9715041128084606,0.025416666666666532,-0.005833333333333468,-0.0012500000000000844,0.01041666666666663,0.030416666666666647,-0.007500000000000062,-0.015833333333333255,-0.02124999999999999,0.019999999999999796,0.007916666666666461,0.007916666666666683,0.011666666666666603
