,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.fronttop_CO2_scaled,feature_importance.fronttop_temperature_scaled,feature_importance.fronttop_humidity_scaled
109,109,0.875,0.8170731707317073,0.8472385428907168,0.9486633372502938,0.17041666666666666,0.08875,0.002083333333333215
110,110,0.8708333333333333,0.8165680473372781,0.847972972972973,0.9375,0.13708333333333333,0.12208333333333332,-0.019583333333333175
111,111,0.9,0.8695652173913043,0.8942420681551116,0.9510869565217391,0.1433333333333333,0.06666666666666665,-0.0016666666666667052
112,112,0.9083333333333333,0.8817204301075269,0.9051116333725029,0.9401439482961222,0.23749999999999993,0.06499999999999995,0.019583333333333397
113,113,0.6458333333333334,0.1414141414141414,0.5380434782608696,0.945725616921269,0.02375000000000005,0.02749999999999997,-0.003750000000000031
114,114,0.9083333333333333,0.8817204301075269,0.9051116333725029,0.9491039952996475,0.17041666666666666,0.08500000000000008,0.0029166666666665675
115,115,0.9041666666666667,0.8756756756756757,0.8996768507638073,0.9516745005875441,0.16708333333333336,0.10916666666666663,0.0016666666666665941
116,116,0.9041666666666667,0.8743169398907104,0.89762044653349,0.9424206815511164,0.16083333333333327,0.07166666666666655,0.00749999999999984
117,117,0.9041666666666667,0.8756756756756757,0.8996768507638073,0.9363983548766158,0.2316666666666667,0.06458333333333333,0.026666666666666616
118,118,0.9125,0.8864864864864865,0.9084900117508813,0.9372796709753232,0.26041666666666663,0.07624999999999993,0.002083333333333326
119,119,0.9083333333333333,0.8804347826086957,0.9030552291421856,0.9405111633372503,0.18958333333333333,0.06874999999999998,-0.0016666666666665941
120,120,0.725,0.45,0.6433607520564042,0.9454318448883666,0.10083333333333333,0.032916666666666594,-0.004999999999999893
121,121,0.9041666666666667,0.8756756756756757,0.8996768507638073,0.9408049353701528,0.20541666666666658,0.0641666666666666,0.017500000000000182
122,122,0.8958333333333334,0.8633879781420765,0.888807285546416,0.9413924794359576,0.16458333333333341,0.061666666666666536,0.030000000000000027
123,123,0.8958333333333334,0.8633879781420765,0.888807285546416,0.9420534665099882,0.16041666666666676,0.06958333333333344,0.016250000000000098
124,124,0.8958333333333334,0.8633879781420765,0.888807285546416,0.9435223266745006,0.16166666666666674,0.06125000000000003,-0.008333333333333193
