,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.backlow_CO2_scaled,feature_importance.backlow_CO2_fd1_scaled,feature_importance.backlow_CO2_fd2_scaled,feature_importance.backlow_CO2_fd3_scaled,feature_importance.backlow_temperature_scaled,feature_importance.backlow_temperature_fd1_scaled,feature_importance.backlow_temperature_fd2_scaled,feature_importance.backlow_temperature_fd3_scaled,feature_importance.backlow_humidity_scaled,feature_importance.backlow_humidity_fd1_scaled,feature_importance.backlow_humidity_fd2_scaled,feature_importance.backlow_humidity_fd3_scaled
58,58,0.84,0.7777777777777778,0.8160755148741419,0.9340470742072573,0.026666666666666727,-0.03244444444444439,0.023111111111111082,-0.052444444444444516,0.0031111111111111756,-0.058666666666666645,-0.07377777777777805,-0.06844444444444453,0.0013333333333332975,0.015555555555555434,0.007999999999999896,-0.004888888888889054
59,59,0.7111111111111111,0.6829268292682927,0.7187806472703497,0.7992808107224584,0.1724444444444445,-0.011111111111111072,0.015555555555555545,0.011555555555555541,0.20311111111111113,0.0013333333333332975,-0.06355555555555548,0.003555555555555534,-0.192888888888889,-0.03644444444444439,-0.01777777777777778,0.00622222222222224
60,60,0.8311111111111111,0.7625,0.8052059496567505,0.952598888525662,0.011111111111111072,0.010666666666666713,-0.0031111111111110645,0.009333333333333305,0.04755555555555546,0.0013333333333332975,-0.003555555555555423,0.0,0.007555555555555649,0.004444444444444362,-0.01777777777777778,0.0031111111111110645
61,61,0.8044444444444444,0.717948717948718,0.7742726381170317,0.9271003595946388,0.023555555555555552,-0.021333333333333315,-0.030666666666666842,-0.01244444444444448,0.0039999999999998925,-0.0377777777777778,-0.04488888888888887,-0.009333333333333416,0.021333333333333315,0.016444444444444373,-0.01955555555555566,0.015111111111111075
62,62,0.8622222222222222,0.8165680473372781,0.8449248120300752,0.9149231775089898,0.15288888888888896,-0.005777777777777771,-0.03066666666666662,-0.004444444444444362,0.09066666666666667,-0.022666666666666613,-0.03111111111111109,-0.005333333333333412,0.0013333333333331865,-0.00622222222222224,-0.0013333333333332975,-0.004444444444444362
63,63,0.84,0.7804878048780488,0.8177508989865969,0.9351912389669826,0.034666666666666734,0.03111111111111109,-0.027111111111111197,0.007999999999999896,0.008444444444444477,-0.039555555555555566,-0.03111111111111109,-0.03244444444444439,0.023555555555555663,0.01244444444444437,-0.003555555555555423,0.009333333333333305
64,64,0.6666666666666666,0.6073298429319371,0.6610820529584831,0.8099051977770513,0.05999999999999994,-0.023111111111111193,0.015555555555555545,0.00533333333333319,0.25955555555555554,-0.002666666666666817,-0.03644444444444439,-0.08400000000000007,-0.22000000000000008,0.009333333333333194,-0.002666666666666706,-0.007111111111111179
65,65,0.8355555555555556,0.7757575757575758,0.8139915004903563,0.9047074207257273,0.19466666666666677,-0.034222222222222265,-0.029333333333333322,-0.03155555555555556,0.011111111111111072,-0.04933333333333323,-0.06133333333333335,-0.053333333333333344,-0.0004444444444444695,0.005777777777777771,0.0257777777777779,-0.008444444444444366
66,66,0.7955555555555556,0.7012987012987013,0.7634030728996404,0.8821510297482837,-0.008000000000000007,-0.0239999999999998,-0.0173333333333332,0.0040000000000000036,0.012888888888888839,-0.022222222222222365,-0.02400000000000002,-0.03688888888888875,-0.03822222222222238,-0.008000000000000007,-0.008000000000000007,-0.008000000000000007
67,67,0.8622222222222222,0.8187134502923976,0.8466001961425302,0.915086629617522,0.03777777777777769,0.0031111111111110645,0.00666666666666671,0.015111111111111186,0.015111111111111075,0.006222222222222129,-0.0013333333333332975,-0.01200000000000001,0.020444444444444265,0.006222222222222351,0.015555555555555545,0.01822222222222225
