,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.backlow_CO2_scaled,feature_importance.backlow_temperature_scaled,feature_importance.backlow_humidity_scaled
193,193,0.85,0.7831325301204819,0.822855464159812,0.9373531139835488,0.09750000000000003,0.05541666666666656,0.022916666666666585
194,194,0.8875,0.850828729281768,0.8779377203290247,0.9439629847238543,0.14749999999999996,0.054166666666666696,0.043749999999999956
195,195,0.825,0.7236842105263158,0.782021151586369,0.9387485311398355,0.08333333333333326,0.04833333333333334,-0.0008333333333333526
196,196,0.9,0.8695652173913043,0.8942420681551116,0.9350763807285547,0.19000000000000006,0.06291666666666662,0.06791666666666651
197,197,0.9041666666666667,0.8770053475935828,0.9017332549941246,0.9304494712103407,0.23291666666666677,0.05208333333333326,-0.0012500000000000844
198,198,0.8208333333333333,0.7189542483660131,0.7786427732079906,0.9331668625146886,0.11833333333333329,0.04874999999999996,0.04083333333333328
199,199,0.8958333333333334,0.8633879781420765,0.888807285546416,0.939997062279671,0.15583333333333338,0.060416666666666785,0.008333333333333415
200,200,0.875,0.8295454545454546,0.8595769682726204,0.9408049353701529,0.09458333333333335,0.10291666666666655,0.022499999999999964
201,201,0.8041666666666667,0.6758620689655173,0.7527908343125735,0.9309635722679201,0.11916666666666675,0.06916666666666671,0.07499999999999996
202,202,0.8583333333333333,0.7976190476190477,0.8337250293772033,0.9334606345475912,0.10416666666666663,0.051249999999999796,0.025416666666666754
