,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.rightlow_CO2_scaled,feature_importance.rightlow_temperature_scaled,feature_importance.rightlow_humidity_scaled
144,144,0.8897058823529411,0.8387096774193549,0.8794685990338165,0.9644927536231884,0.19080882352941164,0.008455882352941146,0.009926470588235148
145,145,0.7389705882352942,0.3826086956521739,0.6167874396135266,0.9548913043478261,0.07830882352941171,-0.005514705882352922,0.0235294117647058
146,146,0.8382352941176471,0.7105263157894737,0.7768115942028986,0.9080314009661836,0.15183823529411777,-0.014338235294117596,0.027573529411764608
147,147,0.8492647058823529,0.7388535031847133,0.7957729468599034,0.9498792270531401,0.15404411764705883,-0.012132352941176427,0.0338235294117647
148,148,0.8786764705882353,0.8047337278106509,0.8445652173913043,0.9583333333333333,0.15661764705882353,0.003676470588235281,0.018749999999999933
149,149,0.8602941176470589,0.7654320987654321,0.8147342995169082,0.9537439613526569,0.14742647058823544,-0.007720588235293979,0.03125
150,150,0.8639705882352942,0.7701863354037267,0.817512077294686,0.9530797101449275,0.16507352941176467,-0.005514705882352922,0.019117647058823684
151,151,0.8933823529411765,0.8415300546448088,0.8795893719806764,0.9656400966183575,0.248529411764706,0.006985294117647034,0.01360294117647054
152,152,0.8786764705882353,0.8235294117647058,0.8684782608695653,0.9654589371980676,0.1966911764705883,0.0022058823529410576,0.006249999999999978
153,153,0.8823529411764706,0.8297872340425532,0.8739130434782609,0.9592995169082126,0.18786764705882342,0.012132352941176316,0.020588235294117685
154,154,0.8823529411764706,0.8279569892473119,0.871256038647343,0.9577294685990337,0.18713235294117636,0.009926470588235259,0.010661764705882204
155,155,0.8860294117647058,0.8342245989304813,0.8766908212560387,0.9647342995169081,0.1875,0.007720588235294201,0.006985294117647145
156,156,0.8823529411764706,0.8279569892473119,0.871256038647343,0.9638888888888889,0.20808823529411768,0.009191176470588092,0.036029411764705865
157,157,0.8713235294117647,0.8066298342541437,0.8522946859903382,0.8858695652173912,0.1095588235294116,0.0051470588235293935,0.01397058823529429
158,158,0.8823529411764706,0.8279569892473119,0.871256038647343,0.9611111111111111,0.22977941176470584,0.0055147058823528106,0.012867647058823484
159,159,0.8860294117647058,0.8143712574850299,0.8501207729468598,0.9491545893719807,0.17794117647058827,0.022058823529411686,0.03272058823529411
160,160,0.8823529411764706,0.8279569892473119,0.871256038647343,0.9581521739130435,0.1588235294117647,0.011397058823529482,0.017279411764705932
161,161,0.8786764705882353,0.8216216216216217,0.8658212560386473,0.9446256038647344,0.1444852941176471,0.0117647058823529,0.01911764705882346
162,162,0.8823529411764706,0.8279569892473119,0.871256038647343,0.954891304347826,0.15404411764705883,0.017279411764705932,0.022794117647058743
163,163,0.8860294117647058,0.8324324324324325,0.8740338164251208,0.9631038647342995,0.19080882352941175,0.009558823529411842,0.0025735294117646967
